,id,title,release_date,vote_average,vote_count
1576,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1577,769,GoodFellas,1990-09-12,8.5,11263
1578,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1579,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1580,238,The Godfather,1972-03-14,8.7,17965
1581,278,The Shawshank Redemption,1994-09-23,8.7,23805
1582,240,The Godfather Part II,1974-12-20,8.6,10843
1583,772071,Cuando Sea Joven,2022-09-14,8.5,236
1584,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1585,424,Schindler's List,1993-12-15,8.6,14078
1586,129,Spirited Away,2001-07-20,8.5,14314
1587,389,12 Angry Men,1957-04-10,8.5,7280
1588,372058,Your Name.,2016-08-26,8.5,9854
1589,496243,Parasite,2019-05-30,8.5,15751
1590,155,The Dark Knight,2008-07-14,8.5,29734
1591,497,The Green Mile,1999-12-10,8.5,15416
1592,680,Pulp Fiction,1994-09-10,8.5,25189
1593,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1594,13,Forrest Gump,1994-06-23,8.5,24678
1595,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1596,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1597,769,GoodFellas,1990-09-12,8.5,11263
1598,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1599,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1600,238,The Godfather,1972-03-14,8.7,17965
1601,278,The Shawshank Redemption,1994-09-23,8.7,23805
1602,240,The Godfather Part II,1974-12-20,8.6,10843
1603,772071,Cuando Sea Joven,2022-09-14,8.5,236
1604,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1605,424,Schindler's List,1993-12-15,8.6,14078
1606,129,Spirited Away,2001-07-20,8.5,14314
1607,389,12 Angry Men,1957-04-10,8.5,7280
1608,372058,Your Name.,2016-08-26,8.5,9854
1609,496243,Parasite,2019-05-30,8.5,15751
1610,155,The Dark Knight,2008-07-14,8.5,29734
1611,497,The Green Mile,1999-12-10,8.5,15416
1612,680,Pulp Fiction,1994-09-10,8.5,25189
1613,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1614,13,Forrest Gump,1994-06-23,8.5,24678
1615,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1616,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1617,769,GoodFellas,1990-09-12,8.5,11263
1618,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1619,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1620,238,The Godfather,1972-03-14,8.7,17965
1621,278,The Shawshank Redemption,1994-09-23,8.7,23805
1622,240,The Godfather Part II,1974-12-20,8.6,10843
1623,772071,Cuando Sea Joven,2022-09-14,8.5,236
1624,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1625,424,Schindler's List,1993-12-15,8.6,14078
1626,129,Spirited Away,2001-07-20,8.5,14314
1627,389,12 Angry Men,1957-04-10,8.5,7280
1628,372058,Your Name.,2016-08-26,8.5,9854
1629,496243,Parasite,2019-05-30,8.5,15751
1630,155,The Dark Knight,2008-07-14,8.5,29734
1631,497,The Green Mile,1999-12-10,8.5,15416
1632,680,Pulp Fiction,1994-09-10,8.5,25189
1633,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1634,13,Forrest Gump,1994-06-23,8.5,24678
1635,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1636,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1637,769,GoodFellas,1990-09-12,8.5,11263
1638,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1639,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1640,238,The Godfather,1972-03-14,8.7,17965
1641,278,The Shawshank Redemption,1994-09-23,8.7,23805
1642,240,The Godfather Part II,1974-12-20,8.6,10843
1643,772071,Cuando Sea Joven,2022-09-14,8.5,236
1644,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1645,424,Schindler's List,1993-12-15,8.6,14078
1646,129,Spirited Away,2001-07-20,8.5,14314
1647,389,12 Angry Men,1957-04-10,8.5,7280
1648,372058,Your Name.,2016-08-26,8.5,9854
1649,496243,Parasite,2019-05-30,8.5,15751
1650,155,The Dark Knight,2008-07-14,8.5,29734
1651,497,The Green Mile,1999-12-10,8.5,15416
1652,680,Pulp Fiction,1994-09-10,8.5,25189
1653,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1654,13,Forrest Gump,1994-06-23,8.5,24678
1655,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1656,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1657,769,GoodFellas,1990-09-12,8.5,11263
1658,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1659,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1660,238,The Godfather,1972-03-14,8.7,17965
1661,278,The Shawshank Redemption,1994-09-23,8.7,23805
1662,240,The Godfather Part II,1974-12-20,8.6,10843
1663,772071,Cuando Sea Joven,2022-09-14,8.5,236
1664,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1665,424,Schindler's List,1993-12-15,8.6,14078
1666,129,Spirited Away,2001-07-20,8.5,14314
1667,389,12 Angry Men,1957-04-10,8.5,7280
1668,372058,Your Name.,2016-08-26,8.5,9854
1669,496243,Parasite,2019-05-30,8.5,15751
1670,155,The Dark Knight,2008-07-14,8.5,29734
1671,497,The Green Mile,1999-12-10,8.5,15416
1672,680,Pulp Fiction,1994-09-10,8.5,25189
1673,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1674,13,Forrest Gump,1994-06-23,8.5,24678
1675,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1676,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1677,769,GoodFellas,1990-09-12,8.5,11263
1678,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1679,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1680,238,The Godfather,1972-03-14,8.7,17965
1681,278,The Shawshank Redemption,1994-09-23,8.7,23805
1682,240,The Godfather Part II,1974-12-20,8.6,10843
1683,772071,Cuando Sea Joven,2022-09-14,8.5,236
1684,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1685,424,Schindler's List,1993-12-15,8.6,14078
1686,129,Spirited Away,2001-07-20,8.5,14314
1687,389,12 Angry Men,1957-04-10,8.5,7280
1688,372058,Your Name.,2016-08-26,8.5,9854
1689,496243,Parasite,2019-05-30,8.5,15751
1690,155,The Dark Knight,2008-07-14,8.5,29734
1691,497,The Green Mile,1999-12-10,8.5,15416
1692,680,Pulp Fiction,1994-09-10,8.5,25189
1693,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1694,13,Forrest Gump,1994-06-23,8.5,24678
1695,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1696,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1697,769,GoodFellas,1990-09-12,8.5,11263
1698,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1699,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1700,238,The Godfather,1972-03-14,8.7,17965
1701,278,The Shawshank Redemption,1994-09-23,8.7,23805
1702,240,The Godfather Part II,1974-12-20,8.6,10843
1703,772071,Cuando Sea Joven,2022-09-14,8.5,236
1704,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1705,424,Schindler's List,1993-12-15,8.6,14078
1706,129,Spirited Away,2001-07-20,8.5,14314
1707,389,12 Angry Men,1957-04-10,8.5,7280
1708,372058,Your Name.,2016-08-26,8.5,9854
1709,496243,Parasite,2019-05-30,8.5,15751
1710,155,The Dark Knight,2008-07-14,8.5,29734
1711,497,The Green Mile,1999-12-10,8.5,15416
1712,680,Pulp Fiction,1994-09-10,8.5,25189
1713,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1714,13,Forrest Gump,1994-06-23,8.5,24678
1715,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1716,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1717,769,GoodFellas,1990-09-12,8.5,11263
1718,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1719,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1720,238,The Godfather,1972-03-14,8.7,17965
1721,278,The Shawshank Redemption,1994-09-23,8.7,23805
1722,240,The Godfather Part II,1974-12-20,8.6,10843
1723,772071,Cuando Sea Joven,2022-09-14,8.5,236
1724,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1725,424,Schindler's List,1993-12-15,8.6,14078
1726,129,Spirited Away,2001-07-20,8.5,14314
1727,389,12 Angry Men,1957-04-10,8.5,7280
1728,372058,Your Name.,2016-08-26,8.5,9854
1729,496243,Parasite,2019-05-30,8.5,15751
1730,155,The Dark Knight,2008-07-14,8.5,29734
1731,497,The Green Mile,1999-12-10,8.5,15416
1732,680,Pulp Fiction,1994-09-10,8.5,25189
1733,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1734,13,Forrest Gump,1994-06-23,8.5,24678
1735,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1736,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1737,769,GoodFellas,1990-09-12,8.5,11263
1738,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1739,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1740,238,The Godfather,1972-03-14,8.7,17965
1741,278,The Shawshank Redemption,1994-09-23,8.7,23805
1742,240,The Godfather Part II,1974-12-20,8.6,10843
1743,772071,Cuando Sea Joven,2022-09-14,8.5,236
1744,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1745,424,Schindler's List,1993-12-15,8.6,14078
1746,129,Spirited Away,2001-07-20,8.5,14314
1747,389,12 Angry Men,1957-04-10,8.5,7280
1748,372058,Your Name.,2016-08-26,8.5,9854
1749,496243,Parasite,2019-05-30,8.5,15751
1750,155,The Dark Knight,2008-07-14,8.5,29734
1751,497,The Green Mile,1999-12-10,8.5,15416
1752,680,Pulp Fiction,1994-09-10,8.5,25189
1753,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1754,13,Forrest Gump,1994-06-23,8.5,24678
1755,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1756,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1757,769,GoodFellas,1990-09-12,8.5,11263
1758,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1759,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1760,238,The Godfather,1972-03-14,8.7,17965
1761,278,The Shawshank Redemption,1994-09-23,8.7,23805
1762,240,The Godfather Part II,1974-12-20,8.6,10843
1763,772071,Cuando Sea Joven,2022-09-14,8.5,236
1764,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1765,424,Schindler's List,1993-12-15,8.6,14078
1766,129,Spirited Away,2001-07-20,8.5,14314
1767,389,12 Angry Men,1957-04-10,8.5,7280
1768,372058,Your Name.,2016-08-26,8.5,9854
1769,496243,Parasite,2019-05-30,8.5,15751
1770,155,The Dark Knight,2008-07-14,8.5,29734
1771,497,The Green Mile,1999-12-10,8.5,15416
1772,680,Pulp Fiction,1994-09-10,8.5,25189
1773,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1774,13,Forrest Gump,1994-06-23,8.5,24678
1775,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1776,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1777,769,GoodFellas,1990-09-12,8.5,11263
1778,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1779,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1780,238,The Godfather,1972-03-14,8.7,17965
1781,278,The Shawshank Redemption,1994-09-23,8.7,23805
1782,240,The Godfather Part II,1974-12-20,8.6,10843
1783,772071,Cuando Sea Joven,2022-09-14,8.5,236
1784,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1785,424,Schindler's List,1993-12-15,8.6,14078
1786,129,Spirited Away,2001-07-20,8.5,14314
1787,389,12 Angry Men,1957-04-10,8.5,7280
1788,372058,Your Name.,2016-08-26,8.5,9854
1789,496243,Parasite,2019-05-30,8.5,15751
1790,155,The Dark Knight,2008-07-14,8.5,29734
1791,497,The Green Mile,1999-12-10,8.5,15416
1792,680,Pulp Fiction,1994-09-10,8.5,25189
1793,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1794,13,Forrest Gump,1994-06-23,8.5,24678
1795,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1796,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1797,769,GoodFellas,1990-09-12,8.5,11263
1798,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1799,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1800,238,The Godfather,1972-03-14,8.7,17965
1801,278,The Shawshank Redemption,1994-09-23,8.7,23805
1802,240,The Godfather Part II,1974-12-20,8.6,10843
1803,772071,Cuando Sea Joven,2022-09-14,8.5,236
1804,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1805,424,Schindler's List,1993-12-15,8.6,14078
1806,129,Spirited Away,2001-07-20,8.5,14314
1807,389,12 Angry Men,1957-04-10,8.5,7280
1808,372058,Your Name.,2016-08-26,8.5,9854
1809,496243,Parasite,2019-05-30,8.5,15751
1810,155,The Dark Knight,2008-07-14,8.5,29734
1811,497,The Green Mile,1999-12-10,8.5,15416
1812,680,Pulp Fiction,1994-09-10,8.5,25189
1813,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1814,13,Forrest Gump,1994-06-23,8.5,24678
1815,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1816,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1817,769,GoodFellas,1990-09-12,8.5,11263
1818,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1819,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1820,238,The Godfather,1972-03-14,8.7,17965
1821,278,The Shawshank Redemption,1994-09-23,8.7,23805
1822,240,The Godfather Part II,1974-12-20,8.6,10843
1823,772071,Cuando Sea Joven,2022-09-14,8.5,236
1824,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1825,424,Schindler's List,1993-12-15,8.6,14078
1826,129,Spirited Away,2001-07-20,8.5,14314
1827,389,12 Angry Men,1957-04-10,8.5,7280
1828,372058,Your Name.,2016-08-26,8.5,9854
1829,496243,Parasite,2019-05-30,8.5,15751
1830,155,The Dark Knight,2008-07-14,8.5,29734
1831,497,The Green Mile,1999-12-10,8.5,15416
1832,680,Pulp Fiction,1994-09-10,8.5,25189
1833,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1834,13,Forrest Gump,1994-06-23,8.5,24678
1835,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1836,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1837,769,GoodFellas,1990-09-12,8.5,11263
1838,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1839,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1840,238,The Godfather,1972-03-14,8.7,17965
1841,278,The Shawshank Redemption,1994-09-23,8.7,23805
1842,240,The Godfather Part II,1974-12-20,8.6,10843
1843,772071,Cuando Sea Joven,2022-09-14,8.5,236
1844,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1845,424,Schindler's List,1993-12-15,8.6,14078
1846,129,Spirited Away,2001-07-20,8.5,14314
1847,389,12 Angry Men,1957-04-10,8.5,7280
1848,372058,Your Name.,2016-08-26,8.5,9854
1849,496243,Parasite,2019-05-30,8.5,15751
1850,155,The Dark Knight,2008-07-14,8.5,29734
1851,497,The Green Mile,1999-12-10,8.5,15416
1852,680,Pulp Fiction,1994-09-10,8.5,25189
1853,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1854,13,Forrest Gump,1994-06-23,8.5,24678
1855,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1856,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1857,769,GoodFellas,1990-09-12,8.5,11263
1858,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1859,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1860,238,The Godfather,1972-03-14,8.7,17965
1861,278,The Shawshank Redemption,1994-09-23,8.7,23805
1862,240,The Godfather Part II,1974-12-20,8.6,10843
1863,772071,Cuando Sea Joven,2022-09-14,8.5,236
1864,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1865,424,Schindler's List,1993-12-15,8.6,14078
1866,129,Spirited Away,2001-07-20,8.5,14314
1867,389,12 Angry Men,1957-04-10,8.5,7280
1868,372058,Your Name.,2016-08-26,8.5,9854
1869,496243,Parasite,2019-05-30,8.5,15751
1870,155,The Dark Knight,2008-07-14,8.5,29734
1871,497,The Green Mile,1999-12-10,8.5,15416
1872,680,Pulp Fiction,1994-09-10,8.5,25189
1873,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1874,13,Forrest Gump,1994-06-23,8.5,24678
1875,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1876,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1877,769,GoodFellas,1990-09-12,8.5,11263
1878,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1879,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1880,238,The Godfather,1972-03-14,8.7,17965
1881,278,The Shawshank Redemption,1994-09-23,8.7,23805
1882,240,The Godfather Part II,1974-12-20,8.6,10843
1883,772071,Cuando Sea Joven,2022-09-14,8.5,236
1884,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1885,424,Schindler's List,1993-12-15,8.6,14078
1886,129,Spirited Away,2001-07-20,8.5,14314
1887,389,12 Angry Men,1957-04-10,8.5,7280
1888,372058,Your Name.,2016-08-26,8.5,9854
1889,496243,Parasite,2019-05-30,8.5,15751
1890,155,The Dark Knight,2008-07-14,8.5,29734
1891,497,The Green Mile,1999-12-10,8.5,15416
1892,680,Pulp Fiction,1994-09-10,8.5,25189
1893,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1894,13,Forrest Gump,1994-06-23,8.5,24678
1895,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1896,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1897,769,GoodFellas,1990-09-12,8.5,11263
1898,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1899,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1900,238,The Godfather,1972-03-14,8.7,17965
1901,278,The Shawshank Redemption,1994-09-23,8.7,23805
1902,240,The Godfather Part II,1974-12-20,8.6,10843
1903,772071,Cuando Sea Joven,2022-09-14,8.5,236
1904,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1905,424,Schindler's List,1993-12-15,8.6,14078
1906,129,Spirited Away,2001-07-20,8.5,14314
1907,389,12 Angry Men,1957-04-10,8.5,7280
1908,372058,Your Name.,2016-08-26,8.5,9854
1909,496243,Parasite,2019-05-30,8.5,15751
1910,155,The Dark Knight,2008-07-14,8.5,29734
1911,497,The Green Mile,1999-12-10,8.5,15416
1912,680,Pulp Fiction,1994-09-10,8.5,25189
1913,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1914,13,Forrest Gump,1994-06-23,8.5,24678
1915,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1916,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1917,769,GoodFellas,1990-09-12,8.5,11263
1918,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1919,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1920,238,The Godfather,1972-03-14,8.7,17965
1921,278,The Shawshank Redemption,1994-09-23,8.7,23805
1922,240,The Godfather Part II,1974-12-20,8.6,10843
1923,772071,Cuando Sea Joven,2022-09-14,8.5,236
1924,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1925,424,Schindler's List,1993-12-15,8.6,14078
1926,129,Spirited Away,2001-07-20,8.5,14314
1927,389,12 Angry Men,1957-04-10,8.5,7280
1928,372058,Your Name.,2016-08-26,8.5,9854
1929,496243,Parasite,2019-05-30,8.5,15751
1930,155,The Dark Knight,2008-07-14,8.5,29734
1931,497,The Green Mile,1999-12-10,8.5,15416
1932,680,Pulp Fiction,1994-09-10,8.5,25189
1933,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1934,13,Forrest Gump,1994-06-23,8.5,24678
1935,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1936,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1937,769,GoodFellas,1990-09-12,8.5,11263
1938,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1939,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1940,238,The Godfather,1972-03-14,8.7,17965
1941,278,The Shawshank Redemption,1994-09-23,8.7,23805
1942,240,The Godfather Part II,1974-12-20,8.6,10843
1943,772071,Cuando Sea Joven,2022-09-14,8.5,236
1944,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1945,424,Schindler's List,1993-12-15,8.6,14078
1946,129,Spirited Away,2001-07-20,8.5,14314
1947,389,12 Angry Men,1957-04-10,8.5,7280
1948,372058,Your Name.,2016-08-26,8.5,9854
1949,496243,Parasite,2019-05-30,8.5,15751
1950,155,The Dark Knight,2008-07-14,8.5,29734
1951,497,The Green Mile,1999-12-10,8.5,15416
1952,680,Pulp Fiction,1994-09-10,8.5,25189
1953,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1954,13,Forrest Gump,1994-06-23,8.5,24678
1955,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1956,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1957,769,GoodFellas,1990-09-12,8.5,11263
1958,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1959,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1960,238,The Godfather,1972-03-14,8.7,17965
1961,278,The Shawshank Redemption,1994-09-23,8.7,23805
1962,240,The Godfather Part II,1974-12-20,8.6,10843
1963,772071,Cuando Sea Joven,2022-09-14,8.5,236
1964,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1965,424,Schindler's List,1993-12-15,8.6,14078
1966,129,Spirited Away,2001-07-20,8.5,14314
1967,389,12 Angry Men,1957-04-10,8.5,7280
1968,372058,Your Name.,2016-08-26,8.5,9854
1969,496243,Parasite,2019-05-30,8.5,15751
1970,155,The Dark Knight,2008-07-14,8.5,29734
1971,497,The Green Mile,1999-12-10,8.5,15416
1972,680,Pulp Fiction,1994-09-10,8.5,25189
1973,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1974,13,Forrest Gump,1994-06-23,8.5,24678
1975,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1976,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1977,769,GoodFellas,1990-09-12,8.5,11263
1978,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1979,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
1980,238,The Godfather,1972-03-14,8.7,17965
1981,278,The Shawshank Redemption,1994-09-23,8.7,23805
1982,240,The Godfather Part II,1974-12-20,8.6,10843
1983,772071,Cuando Sea Joven,2022-09-14,8.5,236
1984,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
1985,424,Schindler's List,1993-12-15,8.6,14078
1986,129,Spirited Away,2001-07-20,8.5,14314
1987,389,12 Angry Men,1957-04-10,8.5,7280
1988,372058,Your Name.,2016-08-26,8.5,9854
1989,496243,Parasite,2019-05-30,8.5,15751
1990,155,The Dark Knight,2008-07-14,8.5,29734
1991,497,The Green Mile,1999-12-10,8.5,15416
1992,680,Pulp Fiction,1994-09-10,8.5,25189
1993,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
1994,13,Forrest Gump,1994-06-23,8.5,24678
1995,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
1996,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
1997,769,GoodFellas,1990-09-12,8.5,11263
1998,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
1999,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
2000,238,The Godfather,1972-03-14,8.7,17965
2001,278,The Shawshank Redemption,1994-09-23,8.7,23805
2002,240,The Godfather Part II,1974-12-20,8.6,10843
2003,772071,Cuando Sea Joven,2022-09-14,8.5,236
2004,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
2005,424,Schindler's List,1993-12-15,8.6,14078
2006,129,Spirited Away,2001-07-20,8.5,14314
2007,389,12 Angry Men,1957-04-10,8.5,7280
2008,372058,Your Name.,2016-08-26,8.5,9854
2009,496243,Parasite,2019-05-30,8.5,15751
2010,155,The Dark Knight,2008-07-14,8.5,29734
2011,497,The Green Mile,1999-12-10,8.5,15416
2012,680,Pulp Fiction,1994-09-10,8.5,25189
2013,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
2014,13,Forrest Gump,1994-06-23,8.5,24678
2015,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
2016,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
2017,769,GoodFellas,1990-09-12,8.5,11263
2018,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
2019,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
2020,238,The Godfather,1972-03-14,8.7,17965
2021,278,The Shawshank Redemption,1994-09-23,8.7,23805
2022,240,The Godfather Part II,1974-12-20,8.6,10843
2023,772071,Cuando Sea Joven,2022-09-14,8.5,236
2024,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
2025,424,Schindler's List,1993-12-15,8.6,14078
2026,129,Spirited Away,2001-07-20,8.5,14314
2027,389,12 Angry Men,1957-04-10,8.5,7280
2028,372058,Your Name.,2016-08-26,8.5,9854
2029,496243,Parasite,2019-05-30,8.5,15751
2030,155,The Dark Knight,2008-07-14,8.5,29734
2031,497,The Green Mile,1999-12-10,8.5,15416
2032,680,Pulp Fiction,1994-09-10,8.5,25189
2033,429,"The Good, the Bad and the Ugly",1966-12-23,8.5,7403
2034,13,Forrest Gump,1994-06-23,8.5,24678
2035,122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,21605
2036,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.5,327
2037,769,GoodFellas,1990-09-12,8.5,11263
2038,372754,Dou kyu sei – Classmates,2016-02-20,8.5,306
2039,704264,Primal: Tales of Savagery,2019-11-21,8.5,264
2040,238,The Godfather,1972-03-14,8.7,17965
2041,278,The Shawshank Redemption,1994-09-23,8.7,23805
2042,240,The Godfather Part II,1974-12-20,8.6,10843
2043,772071,Cuando Sea Joven,2022-09-14,8.5,236
2044,19404,Dilwale Dulhania Le Jayenge,1995-10-19,8.6,4132
2045,424,Schindler's List,1993-12-15,8.6,14078
2046,129,Spirited Away,2001-07-20,8.5,14314
2047,389,12 Angry Men,1957-04-10,8.5,7280
2048,372058,Your Name.,2016-08-26,8.5,9854
